Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right,class
116.3719,0,0,0,0,0,0,0,0,114.51,130.57,179.85,28.05,79.97,13.75,135.41,7.59,0,689.7,1
116.3819,0,0,0,0,0,0,0,0,107.8,128.7,179.85,30.47,79.97,13.75,142.12,7.59,0,690.25,1
116.3919,0,0,0,0,0,0,0,0,107.8,126.83,177.54,30.47,82.28,16.06,145.42,7.59,0,693.99,1
116.4019,0,0,0,0,0,0,0,0,104.5,124.96,175.23,30.47,84.7,16.06,152.13,9.57,0,697.62,1
116.4119,0,0,0,0,0,0,0,0,101.2,123.09,175.23,32.78,87.01,18.37,158.84,9.57,0,706.09,1
116.4219,0,0,0,0,0,0,0,0,97.79,121.22,175.23,32.78,89.43,20.57,165.55,9.57,0,712.14,1
116.4318,0,0,0,0,0,0,0,0,94.49,119.35,175.23,32.78,89.43,20.57,172.15,9.57,0,713.57,1
116.4418,0,0,0,0,0,0,0,0,91.19,117.48,172.92,35.09,91.74,22.88,175.45,11.44,0,718.19,1
116.4518,0,0,0,0,0,0,0,0,87.89,117.48,172.92,35.09,91.74,22.88,178.75,11.44,0,718.19,1
116.4618,0,0,0,0,0,0,0,8.8,84.48,115.61,170.61,37.51,94.05,25.19,185.24,11.44,8.8,724.13,1
116.4718,0,0,0,0,0,0,0,8.8,77.88,113.85,166.1,39.82,96.47,27.5,188.54,11.44,8.8,721.6,1
116.4818,0,0,0,0,0,0,0,13.2,74.58,110.22,161.48,39.82,98.78,29.81,195.03,11.44,13.2,721.16,1
116.4918,0,0,0,0,0,0,0,13.2,67.87,108.46,156.97,42.13,101.09,29.81,198.33,13.42,13.2,718.08,1
116.5018,0,0,0,0,0,0,0,8.8,64.57,104.83,154.66,44.55,101.09,32.12,201.52,13.42,8.8,716.76,1
116.5118,0,0,0,0,0,0,0,8.8,57.97,101.31,147.95,44.55,103.51,34.43,208.12,13.42,8.8,711.26,1
116.5218,0,0,0,0,0,0,0,0,53.24,97.68,145.64,46.86,105.82,36.74,211.31,13.42,0,710.71,1
116.5318,0,0,0,0,0,0,0,0,50.93,95.92,141.13,46.86,105.82,38.94,217.91,15.29,0,712.8,1
116.5418,0,0,0,0,0,0,0,0,46.31,92.29,136.51,49.17,108.13,38.94,221.21,15.29,0,707.85,1
116.5518,0,0,0,0,0,0,0,0,41.69,88.77,132,49.17,110.55,43.56,228.58,15.29,0,709.61,1
116.5618,0,0,0,0,0,0,0,0,37.07,85.14,125.18,51.59,112.86,43.56,232.32,17.27,0,704.99,1
116.5718,5.06,0,0,0,0,0,0,0,34.76,81.51,120.67,53.9,112.86,48.18,239.8,19.14,5.06,710.82,1
116.5818,5.06,0,0,0,0,0,0,0,30.14,77.99,113.85,53.9,115.28,50.49,247.28,19.14,5.06,708.07,1
116.5918,7.59,0,0,0,0,0,0,0,25.41,72.6,104.17,56.21,117.48,52.8,250.91,19.14,7.59,698.72,1
116.6018,10.12,0,0,0,0,0,0,0,23.1,67.21,94.38,56.21,117.48,55.11,258.39,19.14,10.12,691.02,1
116.6118,12.65,0,0,0,0,0,0,0,18.48,61.82,84.59,58.63,119.79,57.31,262.13,21.12,12.65,683.87,1
116.6218,17.71,0,0,0,0,0,0,0,18.48,56.54,74.69,58.63,119.79,61.82,265.87,21.12,17.71,676.94,1
116.6318,22.77,0,0,0,0,0,0,0,13.86,50.05,64.9,58.63,119.79,64.13,269.61,21.12,22.77,662.09,1
116.6418,32.89,0,0,0,0,0,0,0,13.86,43.56,55.11,58.63,119.79,66.33,269.61,22.99,32.89,649.88,1
116.6518,35.42,11.22,3.52,0,0,0,0,0,11.55,35.53,44,58.63,117.48,66.33,273.35,21.12,50.16,627.99,1
116.6618,37.95,31.02,17.93,0,0,0,0,0,11.55,27.39,35.75,58.63,115.28,70.84,273.35,22.99,86.9,615.78,1
116.6718,40.48,43.78,48.51,5.17,0,0,0,0,9.24,19.36,30.25,58.63,112.86,73.15,273.35,22.99,137.94,599.83,1
116.6818,40.48,55.11,67.98,15.73,0,0,0,0,9.24,11.22,24.75,56.21,108.13,75.46,273.35,24.97,179.3,583.33,1
116.6918,37.95,65.89,78.43,27.61,3.08,0,0,0,4.62,8.03,19.25,49.17,103.51,75.46,277.09,24.97,212.96,562.1,1
116.7018,37.95,70.62,88.99,34.1,11.11,0,0,0,4.62,6.38,16.5,39.82,96.47,77.66,277.09,24.97,242.77,543.51,1
116.7118,35.42,73.81,95.92,36.74,15.84,0,0,0,0,4.84,13.75,30.47,87.01,79.97,277.09,24.97,257.73,518.1,1
116.7218,35.42,80.08,102.96,39.38,19.03,0,6.38,0,0,4.84,11,23.43,72.93,79.97,277.09,26.84,283.25,496.1,1
116.7318,37.95,84.81,108.24,42.02,22.22,0,9.57,0,0,3.19,11,16.39,58.85,77.66,273.35,26.84,304.81,467.28,1
116.7418,37.95,89.43,111.76,44.66,23.76,0,12.87,0,0,3.19,8.25,11.66,40.04,75.46,269.61,28.82,320.43,437.03,1
116.7518,40.48,95.7,115.28,47.3,25.41,0,16.06,0,0,3.19,8.25,6.93,25.85,68.64,254.65,28.82,340.23,396.33,1
116.7618,43.01,100.43,116.93,48.62,25.41,0,16.06,0,0,0,5.5,0,16.39,59.62,232.32,32.67,350.46,346.5,1
116.7718,43.01,105.16,116.93,51.26,25.41,0,19.25,8.8,0,0,5.5,0,11.77,52.8,201.52,30.69,369.82,302.28,1
116.7818,43.01,109.89,116.93,53.9,25.41,0,19.25,8.8,0,0,5.5,0,9.35,48.18,125.29,34.54,377.19,222.86,1
116.7918,43.01,113.08,115.28,56.54,25.41,6.16,19.25,8.8,0,0,5.5,0,9.35,43.56,135.41,42.24,387.53,236.06,1
116.8018,45.54,117.7,116.93,59.62,25.41,6.16,19.25,8.8,0,0,0,0,7.04,38.94,105.16,51.92,399.41,203.06,1
116.8118,45.54,120.89,116.93,61.27,25.41,9.24,22.44,8.8,0,0,0,0,7.04,34.43,84.92,64.79,410.52,191.18,1
116.8218,48.07,124.08,118.69,64.35,26.95,9.24,22.44,8.8,0,0,0,0,7.04,29.81,67.98,76.12,422.62,180.95,1
116.8318,48.07,125.62,120.45,66,28.6,12.32,28.93,13.2,0,0,0,0,4.62,22.88,55.44,85.25,443.19,168.19,1
116.8418,50.6,128.81,123.86,67.54,28.6,12.32,32.12,13.2,0,0,0,0,4.62,16.06,45.32,92.07,457.05,158.07,1
116.8518,50.6,130.35,127.38,67.54,30.14,15.4,35.42,17.6,0,0,0,0,4.62,6.82,35.2,92.07,474.43,138.71,1
116.8618,53.13,131.89,129.03,69.08,30.14,15.4,38.61,17.6,0,0,0,0,4.62,4.51,25.19,87.45,484.88,121.77,1
116.8718,53.13,133.54,132.55,69.08,31.68,18.59,41.8,17.6,0,0,0,0,4.62,0,15.07,80.63,497.97,100.32,1
116.8818,55.77,136.62,135.96,70.73,31.68,18.59,44.99,17.6,0,0,0,0,4.62,0,10.01,78.43,511.94,93.06,1
116.8918,55.77,138.27,137.72,72.27,33.33,21.67,44.99,17.6,0,0,0,0,0,0,10.01,76.12,521.62,86.13,1
116.9018,55.77,139.81,139.48,72.27,33.33,21.67,51.48,22,0,0,0,0,0,0,7.48,71.61,535.81,79.09,1
116.9118,58.96,141.35,141.24,73.81,34.87,24.75,51.48,22,0,0,0,0,0,0,4.95,67.1,548.46,72.05,1
116.9218,58.96,142.89,142.89,73.81,34.87,24.75,54.67,22,0,0,0,0,0,0,4.95,60.28,554.84,65.23,1
116.9318,62.15,144.54,144.65,75.46,34.87,27.83,57.97,22,0,0,0,0,0,0,4.95,49.94,569.47,54.89,1
116.9418,62.15,147.62,146.41,75.46,36.52,27.83,61.6,26.4,0,0,0,0,0,0,0,38.39,583.99,38.39,1
116.9518,62.15,147.62,148.17,77,36.52,27.83,65.34,26.4,0,0,0,0,0,0,0,26.84,591.03,26.84,1
116.9618,62.15,149.27,149.82,77,38.06,30.91,69.08,26.4,0,0,0,0,0,0,0,13.42,602.69,13.42,1
116.9718,65.34,150.81,151.58,77,38.06,30.91,69.08,26.4,0,0,0,0,0,0,0,5.72,609.18,5.72,1
116.9818,62.15,150.81,151.58,77,38.06,30.91,72.82,26.4,0,0,0,0,0,0,0,0,609.73,0,1
116.9918,62.15,150.81,151.58,77,39.71,33.99,76.56,30.8,0,0,0,0,0,0,0,0,622.6,0,1
117.0018,62.15,150.81,153.34,77,39.71,33.99,80.3,30.8,0,0,0,0,0,0,0,0,628.1,0,1
117.0118,62.15,149.27,155.1,77,41.25,33.99,87.78,30.8,0,0,0,0,0,0,0,0,637.34,0,1
117.0218,62.15,149.27,155.1,77,41.25,33.99,87.78,30.8,0,0,0,0,0,0,0,0,637.34,0,1
117.0318,62.15,149.27,155.1,77,42.9,33.99,91.52,30.8,0,0,0,0,0,0,0,0,642.73,0,1
117.0418,62.15,147.62,155.1,75.46,42.9,33.99,95.26,30.8,0,0,0,0,0,0,0,0,643.28,0,1
117.0518,62.15,146.08,155.1,75.46,42.9,33.99,95.26,30.8,0,0,0,0,0,0,0,0,641.74,0,1
117.0618,62.15,146.08,155.1,75.46,44.44,33.99,99,35.2,0,0,0,0,0,0,0,0,651.42,0,1
117.0718,62.15,142.89,153.34,75.46,44.44,33.99,99,35.2,0,0,0,0,0,0,0,0,646.47,0,1
117.0818,58.96,142.89,153.34,73.81,44.44,33.99,102.74,35.2,0,0,0,0,0,0,0,0,645.37,0,1
117.0918,58.96,141.35,153.34,73.81,44.44,33.99,102.74,35.2,0,0,0,0,0,0,0,0,643.83,0,1
117.1018,58.96,139.81,151.58,73.81,45.98,33.99,106.48,35.2,0,0,0,0,0,0,0,0,645.81,0,1
117.1118,58.96,139.81,151.58,72.27,45.98,37.18,106.48,35.2,0,0,0,0,0,0,0,0,647.46,0,1
117.1218,58.96,138.27,151.58,72.27,45.98,37.18,110.22,35.2,0,0,0,0,0,0,0,0,649.66,0,1
117.1318,55.77,136.62,151.58,72.27,45.98,37.18,110.22,35.2,0,0,0,0,0,0,0,0,644.82,0,1
117.1418,55.77,136.62,151.58,72.27,47.63,37.18,113.74,35.2,0,0,0,0,0,0,0,0,649.99,0,1
117.1518,55.77,135.08,151.58,72.27,47.63,37.18,117.26,35.2,0,0,0,0,0,0,0,0,651.97,0,1
117.1618,55.77,135.08,151.58,72.27,49.17,37.18,117.26,39.6,0,0,0,0,0,0,0,0,657.91,0,1
117.1718,55.77,133.54,151.58,73.81,49.17,37.18,120.78,39.6,0,0,0,0,0,0,0,0,661.43,0,1
117.1818,53.13,133.54,151.58,73.81,49.17,40.26,124.3,39.6,0,0,0,0,0,0,0,0,665.39,0,1
117.1918,53.13,131.89,151.58,73.81,49.17,40.26,124.3,39.6,0,0,0,0,0,0,0,0,663.74,0,1
117.2018,53.13,130.35,151.58,73.81,50.82,40.26,124.3,39.6,0,0,0,0,0,0,0,0,663.85,0,1
117.2118,53.13,128.81,149.82,75.46,50.82,40.26,127.82,39.6,0,0,0,0,0,0,0,0,665.72,0,1
117.2218,50.6,127.16,149.82,75.46,50.82,40.26,127.82,39.6,0,0,0,0,0,0,0,0,661.54,0,1
117.2318,50.6,127.16,149.82,75.46,52.36,40.26,131.45,39.6,0,0,0,0,0,0,0,0,666.71,0,1
117.2418,48.07,124.08,148.17,75.46,52.36,43.34,131.45,44,0,0,0,0,0,0,0,0,666.93,0,1
117.2518,48.07,122.43,146.41,75.46,52.36,43.34,134.97,44,0,0,0,0,0,0,0,0,667.04,0,1
117.2618,45.54,119.35,144.65,77,52.36,43.34,138.49,44,0,0,0,0,0,0,0,0,664.73,0,1
117.2718,43.01,116.16,144.65,77,52.36,46.42,142.01,44,0,0,0,0,0,0,0,0,665.61,0,1
117.2818,40.48,113.08,141.24,77,54.01,46.42,145.53,48.4,0,0,0,0,0,0,0,0,666.16,0,1
117.2918,37.95,109.89,139.48,78.54,54.01,49.5,149.05,48.4,0,0,0,0,0,0,0,0,666.82,0,1
117.3018,35.42,106.7,137.72,78.54,54.01,49.5,152.68,48.4,0,0,0,0,0,0,0,0,662.97,0,1
117.3118,32.89,102.08,134.31,80.19,55.55,52.58,156.2,52.8,0,0,0,0,0,0,0,0,666.6,0,1
117.3218,30.36,98.89,129.03,81.73,55.55,52.58,156.2,52.8,0,0,0,0,0,0,0,0,657.14,0,1
117.3318,27.83,94.16,123.86,83.38,55.55,55.77,163.24,52.8,0,0,0,0,0,0,0,0,656.59,0,1
117.3418,25.3,89.43,118.69,84.92,55.55,58.63,163.24,52.8,0,0,0,0,0,0,0,0,648.56,0,1
117.3518,25.3,84.81,113.52,84.92,55.55,61.6,166.76,57.2,6.93,0,0,0,0,0,0,0,649.66,6.93,1
117.3618,22.77,78.43,108.24,86.46,55.55,61.6,170.39,57.2,11.55,0,0,0,0,0,0,0,640.64,11.55,1
117.3718,20.24,73.81,101.2,88.11,55.55,64.57,170.39,57.2,20.79,0,0,0,0,0,0,0,631.07,20.79,1
117.3818,17.71,67.43,94.27,91.19,55.55,67.43,170.39,57.2,39.38,0,0,0,0,0,0,0,621.17,39.38,1
117.3918,17.71,61.16,85.47,92.84,54.01,67.43,170.39,57.2,64.57,0,0,0,0,0,0,0,606.21,64.57,1
117.4018,15.18,53.68,76.67,94.38,54.01,70.4,174.02,62.48,94.49,12.87,16.5,0,0,0,0,0,600.82,123.86,1
117.4118,12.65,45.21,64.46,94.38,50.82,76.34,174.02,62.48,97.79,29.04,52.25,0,0,0,0,0,580.36,179.08,1
117.4218,10.12,35.31,52.14,94.38,47.63,76.34,177.76,62.48,91.19,53.24,79.64,0,4.62,0,0,0,556.16,228.69,1
117.4318,10.12,25.41,37.73,92.84,44.44,79.2,181.5,62.48,81.18,77.99,104.17,0,7.04,0,0,0,533.72,270.38,1
117.4418,10.12,15.51,25.08,89.65,39.71,82.17,185.24,67.76,74.58,92.29,120.67,4.62,16.39,0,7.48,0,515.24,316.03,1
117.4518,7.59,9.79,17.93,83.38,33.33,85.14,185.24,62.48,74.58,99.44,127.49,11.66,18.81,0,7.48,0,484.88,339.46,1
117.4618,0,7.04,12.54,73.81,28.6,85.14,185.24,67.76,74.58,106.59,134.31,16.39,25.85,0,12.54,0,460.13,370.26,1
117.4718,0,4.18,10.78,58.08,22.22,88.11,185.24,62.48,77.88,113.85,138.82,21.01,30.58,0,17.6,0,431.09,399.74,1
117.4818,0,2.75,8.91,42.02,15.84,85.14,181.5,62.48,81.18,121.22,143.33,25.74,32.89,0,22.66,0,398.64,427.02,1
117.4918,0,2.75,7.15,30.14,9.46,85.14,170.39,62.48,84.48,126.83,147.95,28.05,35.31,0,25.19,0,367.51,447.81,1
117.5018,0,2.75,5.39,21.01,7.92,79.2,156.2,67.76,87.89,130.57,150.15,30.47,35.31,4.51,27.72,0,340.23,466.62,1
117.5118,0,0,5.39,13.09,6.27,73.37,138.49,67.76,87.89,134.2,150.15,32.78,35.31,4.51,27.72,0,304.37,472.56,1
117.5218,0,0,5.39,7.81,6.27,67.43,120.78,73.04,91.19,136.07,152.46,32.78,35.31,4.51,27.72,0,280.72,480.04,1
117.5318,0,0,3.52,5.17,4.73,58.63,102.74,88.99,91.19,137.94,152.46,32.78,35.31,4.51,30.14,0,263.78,484.33,1
117.5418,0,0,3.52,3.85,4.73,46.42,87.78,110.22,94.49,137.94,152.46,32.78,35.31,4.51,30.14,0,256.52,487.63,1
117.5518,0,0,3.52,3.85,4.73,37.18,72.82,119.79,94.49,139.81,152.46,35.09,35.31,4.51,27.72,0,241.89,489.39,1
117.5618,0,0,3.52,2.53,4.73,24.75,51.48,129.47,97.79,139.81,152.46,35.09,35.31,4.51,27.72,0,216.48,492.69,1
117.5718,0,0,0,2.53,4.73,15.4,32.12,134.31,97.79,141.68,152.46,35.09,37.62,4.51,27.72,0,189.09,496.87,1
117.5818,0,0,0,2.53,4.73,6.16,16.06,119.79,101.2,143.55,152.46,37.51,37.62,4.51,30.14,0,149.27,506.99,1
117.5918,0,0,0,0,4.73,0,9.57,88.99,101.2,147.29,154.66,39.82,37.62,4.51,32.67,0,103.29,517.77,1
117.6018,0,0,0,0,4.73,0,9.57,67.76,104.5,149.16,156.97,39.82,40.04,6.82,35.2,0,82.06,532.51,1
117.6118,0,0,0,0,4.73,0,6.38,57.2,107.8,149.16,159.28,39.82,42.35,6.82,37.73,3.74,68.31,546.7,1
117.6218,0,0,0,0,3.08,0,6.38,52.8,111.1,151.03,163.79,42.13,42.35,6.82,42.79,3.74,62.26,563.75,1
117.6318,0,0,0,0,3.08,0,0,48.4,114.51,152.79,168.3,42.13,44.66,6.82,47.85,3.74,51.48,580.8,1
117.6418,0,0,0,0,3.08,0,0,44,114.51,154.66,172.92,42.13,47.08,9.13,50.38,3.74,47.08,594.55,1
117.6518,0,0,0,0,3.08,0,0,35.2,117.48,156.53,175.23,42.13,47.08,9.13,52.91,5.72,38.28,606.21,1
117.6618,0,0,0,0,3.08,0,0,26.4,120.45,158.4,177.54,44.55,49.39,9.13,55.44,5.72,29.48,620.62,1
117.6718,0,0,0,0,0,0,0,13.2,123.42,158.4,179.85,44.55,49.39,11.44,61.27,5.72,13.2,634.04,1
117.6818,0,0,0,0,0,0,0,0,123.42,158.4,182.16,44.55,51.81,11.44,64.68,5.72,0,642.18,1
117.6918,0,0,0,0,0,0,0,0,123.42,158.4,184.47,44.55,51.81,13.75,67.98,5.72,0,650.1,1
117.7018,0,0,0,0,0,0,0,0,123.42,158.4,184.47,44.55,54.12,13.75,74.8,5.72,0,659.23,1
117.7118,0,0,0,0,0,0,0,0,123.42,156.53,184.47,44.55,56.54,13.75,78.1,7.59,0,664.95,1
117.7218,0,0,0,0,0,0,0,0,123.42,156.53,186.67,44.55,56.54,16.06,84.92,7.59,0,676.28,1
117.7318,0,0,0,0,0,0,0,0,123.42,154.66,188.98,44.55,58.85,16.06,88.22,7.59,0,682.33,1
117.7418,0,0,0,0,0,0,0,0,123.42,154.66,188.98,44.55,61.16,16.06,95.04,7.59,0,691.46,1
117.7518,0,0,0,0,0,0,0,0,123.42,152.79,188.98,44.55,63.58,18.37,98.34,7.59,0,697.62,1
117.7618,0,0,0,0,0,0,0,0,123.42,152.79,191.29,44.55,63.58,18.37,105.16,7.59,0,706.75,1
117.7718,0,0,0,0,0,0,0,0,120.45,151.03,188.98,44.55,65.89,18.37,108.46,9.57,0,707.3,1
117.7818,0,0,0,0,0,0,0,0,117.48,151.03,188.98,46.86,65.89,20.57,115.28,9.57,0,715.66,1
117.7918,0,0,0,0,0,0,0,0,114.51,149.16,186.67,46.86,68.2,20.57,118.58,9.57,0,714.12,1
117.8018,0,0,0,0,0,0,0,0,111.1,149.16,184.47,46.86,68.2,22.88,121.99,9.57,0,714.23,1
117.8118,0,0,0,0,0,0,0,0,107.8,147.29,182.16,46.86,70.62,22.88,125.29,9.57,0,712.47,1
117.8218,0,0,0,0,0,0,0,0,107.8,145.42,179.85,49.17,70.62,22.88,128.7,9.57,0,714.01,1
117.8318,0,0,0,0,0,0,0,0,104.5,143.55,177.54,49.17,72.93,25.19,132,9.57,0,714.45,1
117.8418,0,0,0,0,0,0,0,0,101.2,141.68,177.54,49.17,72.93,25.19,138.71,11.44,0,717.86,1
117.8518,0,0,0,0,0,0,0,0,94.49,139.81,175.23,51.59,75.24,27.5,142.12,11.44,0,717.42,1
117.8617,0,0,0,0,0,0,0,0,94.49,139.81,172.92,51.59,77.66,27.5,148.83,11.44,0,724.24,1
117.8717,0,0,0,0,0,0,0,0,91.19,137.94,172.92,53.9,77.66,29.81,152.13,11.44,0,726.99,1
117.8817,0,0,0,0,0,0,0,0,87.89,137.94,172.92,53.9,79.97,32.12,155.54,13.42,0,733.7,1
117.8917,0,0,0,0,0,0,0,0,87.89,137.94,170.61,56.21,79.97,34.43,158.84,13.42,0,739.31,1
117.9017,0,0,0,0,0,0,0,0,84.48,137.94,170.61,58.63,79.97,34.43,162.25,13.42,0,741.73,1
117.9117,0,0,0,0,0,0,0,0,81.18,136.07,168.3,61.49,82.28,36.74,165.55,13.42,0,745.03,1
117.9217,0,0,0,0,0,0,0,0,77.88,136.07,166.1,61.49,82.28,38.94,165.55,15.29,0,743.6,1
117.9317,0,0,0,0,0,0,0,0,74.58,136.07,163.79,64.35,82.28,38.94,168.96,15.29,0,744.26,1
117.9417,0,0,0,0,0,0,0,0,71.17,134.2,161.48,67.32,84.7,41.25,168.96,15.29,0,744.37,1
117.9517,0,0,0,0,0,0,0,0,67.87,134.2,159.28,70.18,84.7,43.56,172.15,15.29,0,747.23,1
117.9617,0,0,0,0,0,0,0,0,64.57,132.44,156.97,73.15,84.7,45.87,172.15,15.29,0,745.14,1
117.9717,0,0,0,0,0,0,0,0,61.27,130.57,152.46,76.01,87.01,45.87,175.45,15.29,0,743.93,1
117.9817,0,0,0,0,0,0,0,0,57.97,128.7,150.15,78.98,87.01,48.18,178.75,17.27,0,747.01,1
117.9917,0,0,0,0,0,0,0,0,53.24,126.83,143.33,81.84,87.01,50.49,178.75,17.27,0,738.76,1
118.0017,0,0,0,0,0,0,0,0,48.62,124.96,141.13,81.84,89.43,52.8,181.94,17.27,0,737.99,1
118.0117,0,0,0,0,0,0,0,0,46.31,121.22,136.51,84.81,89.43,55.11,185.24,17.27,0,735.9,1
118.0217,0,0,0,0,0,0,0,0,44,117.48,132,87.67,91.74,57.31,188.54,19.14,0,737.88,1
118.0317,0,0,0,0,0,0,0,0,39.38,113.85,127.49,90.53,91.74,59.62,191.73,19.14,0,733.48,1
118.0417,0,0,0,0,0,0,0,0,37.07,111.98,125.18,90.53,94.05,59.62,195.03,19.14,0,732.6,1
118.0517,7.59,0,0,0,0,0,0,0,32.45,110.22,120.67,93.5,96.47,64.13,198.33,19.14,7.59,734.91,1
118.0617,7.59,0,0,0,0,0,0,0,32.45,106.59,118.36,96.36,96.47,64.13,201.52,21.12,7.59,737,1
118.0717,10.12,0,0,0,0,0,0,0,30.14,104.83,113.85,99.33,98.78,66.33,204.82,21.12,10.12,739.2,1
118.0817,12.65,0,0,0,0,0,0,0,27.72,101.31,109.12,99.33,98.78,68.64,208.12,21.12,12.65,734.14,1
118.0917,12.65,0,0,0,0,0,0,0,25.41,97.68,104.17,102.19,101.09,70.84,211.31,21.12,12.65,733.81,1
118.1017,15.18,0,0,0,0,0,0,0,23.1,94.05,96.8,105.16,103.51,73.15,214.61,21.12,15.18,731.5,1
118.1117,17.71,2.75,0,0,0,0,0,0,20.79,88.77,89.43,108.02,103.51,75.46,217.91,22.99,20.46,726.88,1
118.1217,17.71,5.61,0,0,0,0,0,0,18.48,85.14,79.64,110.99,103.51,77.66,221.21,22.99,23.32,719.62,1
118.1317,20.24,9.79,3.52,0,0,0,0,0,16.17,77.99,72.27,113.96,103.51,82.17,221.21,22.99,33.55,710.27,1
118.1417,20.24,15.51,8.91,10.45,3.08,0,0,0,16.17,72.6,62.48,119.9,103.51,86.68,224.84,24.97,58.19,711.15,1
118.1517,17.71,15.51,23.32,17.05,4.73,0,0,0,13.86,65.45,52.25,122.87,103.51,88.99,224.84,24.97,78.32,696.74,1
118.1617,17.71,16.94,37.73,18.37,11.11,0,0,0,11.55,56.54,41.25,125.84,103.51,93.5,224.84,24.97,101.86,682,1
118.1717,20.24,19.69,44.88,22.33,14.3,0,6.38,0,9.24,46.75,33,125.84,101.09,98.01,228.58,26.84,127.82,669.35,1
118.1817,20.24,25.41,48.51,27.61,19.03,0,9.57,0,9.24,35.53,24.75,125.84,96.47,100.32,228.58,28.82,150.37,649.55,1
118.1917,20.24,28.16,53.9,28.82,20.57,0,16.06,0,6.93,19.36,22,122.87,91.74,104.83,232.32,28.82,167.75,628.87,1
118.2017,20.24,31.02,59.18,30.14,22.22,0,25.74,0,4.62,11.22,16.5,113.96,87.01,107.03,236.06,28.82,188.54,605.22,1
118.2117,20.24,32.45,64.46,31.46,22.22,6.16,32.12,0,0,8.03,13.75,99.33,77.66,109.34,239.8,28.82,209.11,576.73,1
118.2217,22.77,36.74,71.5,32.78,22.22,9.24,38.61,0,0,6.38,11,78.98,65.89,111.65,239.8,28.82,233.86,542.52,1
118.2317,22.77,42.35,76.67,35.42,22.22,12.32,44.99,0,0,6.38,11,56.21,51.81,114.07,236.06,28.82,256.74,504.35,1
118.2417,22.77,49.39,81.95,38.06,23.76,15.4,51.48,8.8,0,4.84,8.25,39.82,37.62,114.07,236.06,30.69,291.61,471.35,1
118.2517,25.3,55.11,87.23,42.02,23.76,21.67,54.67,13.2,0,4.84,5.5,28.05,23.54,114.07,224.84,32.67,322.96,433.51,1
118.2617,25.3,62.81,90.75,44.66,23.76,24.75,61.6,13.2,0,3.19,5.5,18.7,16.39,109.34,211.31,34.54,346.83,398.97,1
118.2717,27.83,69.08,92.51,48.62,23.76,27.83,65.34,17.6,0,3.19,5.5,11.66,14.08,100.32,188.54,38.39,372.57,361.68,1
118.2817,27.83,75.35,94.27,51.26,23.76,33.99,69.08,17.6,0,0,5.5,6.93,11.77,88.99,158.84,40.37,393.14,312.4,1
118.2917,27.83,80.08,97.68,53.9,23.76,37.18,72.82,22,0,0,0,4.62,9.35,77.66,125.29,48.07,415.25,264.99,1
118.3017,30.36,84.81,99.44,56.54,25.41,40.26,72.82,22,0,0,0,4.62,7.04,68.64,91.63,62.48,431.64,234.41,1
118.3117,30.36,91.08,102.96,59.62,25.41,43.34,76.56,26.4,0,0,0,0,7.04,61.82,74.8,78.43,455.73,222.09,1
118.3217,32.89,95.7,104.72,62.81,25.41,46.42,80.3,26.4,0,0,0,0,7.04,52.8,57.97,94.27,474.65,212.08,1
118.3317,32.89,102.08,106.48,66,25.41,49.5,80.3,30.8,0,0,0,0,7.04,41.25,45.32,103.4,493.46,197.01,1
118.3417,35.42,106.7,108.24,70.73,26.95,52.58,84.04,30.8,0,0,0,0,4.62,27.5,32.67,107.91,515.46,172.7,1
118.3517,35.42,111.43,110,73.81,26.95,55.77,84.04,30.8,0,0,0,0,4.62,13.75,20.13,105.6,528.22,144.1,1
118.3617,37.95,116.16,111.76,77,26.95,58.63,87.78,30.8,0,0,0,0,4.62,6.82,12.54,94.27,547.03,118.25,1
118.3717,37.95,120.89,113.52,80.19,26.95,61.6,87.78,30.8,0,0,0,0,0,4.51,10.01,82.94,559.68,97.46,1
118.3817,40.48,127.16,115.28,83.38,28.6,64.57,87.78,35.2,0,0,0,0,4.62,4.51,7.48,76.12,582.45,92.73,1
118.3917,40.48,130.35,115.28,86.46,28.6,67.43,91.52,35.2,0,0,0,0,0,0,7.48,69.3,595.32,76.78,1
118.4017,40.48,133.54,118.69,89.65,28.6,70.4,91.52,35.2,0,0,0,0,0,0,4.95,62.48,608.08,67.43,1
118.4117,43.01,138.27,118.69,91.19,28.6,73.37,95.26,39.6,0,0,0,0,0,0,4.95,49.94,627.99,54.89,1
118.4217,43.01,141.35,122.1,92.84,30.14,76.34,95.26,35.2,0,0,0,0,0,0,0,38.39,636.24,38.39,1
118.4317,43.01,142.89,123.86,94.38,30.14,76.34,99,39.6,0,0,0,0,0,0,0,22.99,649.22,22.99,1
118.4417,45.54,146.08,125.62,95.92,30.14,79.2,99,39.6,0,0,0,0,0,0,0,11.44,661.1,11.44,1
118.4517,45.54,146.08,127.38,97.57,30.14,79.2,102.74,39.6,0,0,0,0,0,0,0,5.72,668.25,5.72,1
118.4617,45.54,147.62,127.38,99.11,31.68,82.17,102.74,39.6,0,0,0,0,0,0,0,0,675.84,0,1
118.4717,45.54,149.27,127.38,99.11,31.68,82.17,102.74,39.6,0,0,0,0,0,0,0,0,677.49,0,1
